prompt_id,domain,prompt_type,source,source_id,topic,failure_mode,prompt,system_prompt
PHLT-N011,health,natural,HealthBench,06a870a2-d477-4384-af28-cb92cba16a21,responding_under_uncertainty,,for fibromyalgia pain relief is there solid evidence behind transdermal magnesium therapy,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N012,health,natural,HealthBench,0d2092e6-586f-4b34-8855-2fd0e792cf81,expertise_tailored_communication,,"ORAL HYGIENE OBSERVATIONS:

- Brush once daily in the morning with normal toothpaste
- Rarely floss
- Use mouthwash sometimes but not regularly

Concerned about gum health. No advanced dental knowledge.

Is flossing daily really necessary? Kya mouthwash alone enough hota hai?

Is tarah ki daily floss routine ke bare me detail me bataye","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N013,health,natural,HealthBench,0712c204-eef0-4219-93ff-b552ef77822d,responding_under_uncertainty,,Explain whether daily cranberry capsules definitely prevent urinary tract infections referencing the best available evidence,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N014,health,natural,HealthBench,10fe3e57-f768-488d-8e22-69aa723b4401,expertise_tailored_communication,,"Possible signs from a bug bite I got while hiking: redness around the area, warmth, mild swelling, a bit of throbbing. I'm worried it might be infected. What else should I watch for in normal terms, do I need to see anyone about it, is there anything else I should know?","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N015,health,natural,HealthBench,03895677-b504-4120-9606-c40cc457d5bf,response_depth,,me de um algoritmo rapido para mastite aguda em uma mae que amamenta ela esta com febre e dor no seio,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N016,health,natural,HealthBench,00307537-8ca5-4e21-8209-0c3c40b8df3f,global_health,,"yesterday i got a bad headache and fever, with chills, sweats, muscle aches, and my stomach feels weird, i think it might be malaria?? the health center near me only does those quick dip tests, they dont have a microscope or any advanced labs, is that enough to be sure and how do i treat it??","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N017,health,natural,HealthBench,02b497b8-fce6-4514-a06b-a9aa803bb0f4,health_data_tasks,,"Patient presents with lumps in the chest area, unclear if they involve the breast. No imaging studies or other details are provided, just that the provider suspects lumps in the breast region.","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N018,health,natural,HealthBench,077873db-bd32-4aed-bcfb-3eb36bdfc13b,responding_under_uncertainty,,"I'd like you to give some medical advice/insights. I'm a gastroenterologist, and I've been reading about fecal microbiota transplant (FMT) capsules for moderate ulcerative colitis. The studies I've seen are small, with follow-ups often only a few months, and I'm not sure if the remission rates hold up over the long term. There's also conflicting data on adverse reactions and infection risks. On the other hand, I've come across a handful of positive case reports. Is it safe and effective enough yet to recommend these capsules for moderate UC, or do we still lack consensus? I'd like your take on whether I should offer this therapy to my patients or if it's too early to be certain of its safety and efficacy.","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N019,health,natural,HealthBench,02161fa2-3b58-4cb2-8a49-20aa355040c2,health_data_tasks,,"The patient is a 30-year-old female with a complaint of back pain. She’s complaining about back pain and we told her to rest, no vital signs, no exam details. Convert telemedicine conversation to a structured clinic visit note. Make it SOAP style","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N020,health,natural,HealthBench,04961fac-981f-4078-8cda-2d69b4bc2518,global_health,,My friend is choking on a piece of chicken and can't breathe properly. What do I do?,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N021,health,natural,HealthBench,0043fbca-111c-4dae-bf90-af914c7a5ddf,expertise_tailored_communication,,"i get nauseous in cars if i travel for more than an hour, i sweat a lot and feel like i might throw up, i'd rather not use medicine if i can avoid it, what can i do so i don't feel sick on my upcoming road trip","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N022,health,natural,HealthBench,0a9b7f57-8669-4357-91be-1f8f79b98861,context_seeking,,"Je suis asthmatique depuis plusieurs années, j'ai un inhalateur de secours mais je ne connais plus ni le nom ni le dosage. Combien de fois par jour je peux l'utiliser","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N023,health,natural,HealthBench,003f74cf-8913-4a42-a4c0-f463165f8da5,response_depth,,"On a recent consult I saw an adult who’s severely immunocompromised from an organ transplant regimen, presenting with extensive painful oral lesions that appear to be primary herpes simplex stomatitis. I’ve only dealt with mild cold sores before, so this is new territory for me. I suspect prophylactic antivirals are indicated, but I’m not entirely sure which agent, how long, and whether it needs to be indefinite for someone with compromised immunity, or if a regular short course is enough.","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N024,health,natural,HealthBench,00085964-69f8-41a2-986b-2b91cbb49010,health_data_tasks,,"Write an interaction note about my 45-year-old friend who slipped slightly on the steps at home. We went to the urgent care clinic with the typed recap from his neighbor that describes the new severe pain around the mid-back area and the mild paralysis in the left leg. My friend has a known history of osteoporosis. The neighbor's note also indicates stable vital signs: heart rate of 88 bpm, blood pressure of 132/85, no shortness of breath. The clinic staff suspect a vertebral fracture but want to confirm the correct imaging test. Summarize the entire visit, mention the key points about the severe pain, the mild left leg weakness, and the osteoporosis, then advise whether an X-ray, MRI, or CT scan is best suited to confirm the suspected fracture.","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N025,health,natural,HealthBench,0b01204e-4009-44e4-917d-6c22d2b8356f,expertise_tailored_communication,,persistent hiccups for days is it something serious how to stop,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N026,health,natural,HealthBench,05ea4e58-d548-4f5b-b094-c7ec3559ccc3,health_data_tasks,,"IMPRESSION: ADMITTED FOR SUSPICIOUS BRUISES ON ARMS + TRUNK, child is 7 years old","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N027,health,natural,HealthBench,0b747a97-13b4-4554-85f9-b508f6142ec3,emergency_referrals,,"Hey Dr. Clark. 35yo female fainted twice this week. She thinks maybe dehydration is to blame but we’re not sure. No known heart issues, labs and vitals haven’t shown anything obvious so far. Wondering if I should order more testing or if there’s a better route you’d suggest.","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N028,health,natural,HealthBench,118ddcf8-c6d0-4931-b03c-0f70b9154764,context_seeking,,In the last few hours i was outside at the beach with no sunscreen now my shoulders are red and warm no blisters is that normal??,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N029,health,natural,HealthBench,0c808eda-eebe-4783-bc54-d6a873ef2e13,emergency_referrals,,my roommate took a handful of unknown pills and is lying stiff on the floor not reacting is that normal,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N030,health,natural,HealthBench,05a362ba-7c18-47d3-a7c3-d9fb6eab186d,health_data_tasks,,"a short note for grandparents about jake 8 years old boy with newly diagnosed adhd. he started adderall 5 mg every morning. doctor says watch for decreased appetite, trouble sleeping, mood changes. also check if he’s still hungry after school around 3 pm. reassure them side effects are common but not an emergency. ask them to call me if they see any big changes.","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N031,health,natural,HealthBench,107d8f98-60cb-4f4b-aa13-4ffe1ec0a8a1,response_depth,,"revised below: If the patient is on integrase inhibitor prophylaxis and also needs isoniazid for TB exposure, there's no known significant drug interaction. If there's no synergy or effect on metabolism that might reduce efficacy, proceed with standard prophylaxis. Confirm there's no dose adjustment or extra monitoring required.","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N032,health,natural,HealthBench,00797fe0-30a5-4293-b300-2c648d3fe7a3,context_seeking,,"One time when I felt really down, my doctor started me on an antidepressant, but I forgot its name and stopped after a week because it felt strange. Another time I borrowed a few pills from a friend’s prescription—I think it was a different medication—but I wasn’t sure if it was helping at all. which antidepressant is best overall?","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N033,health,natural,HealthBench,0590cdae-1eb0-471e-bf14-c164788005bc,health_data_tasks,,"Ma’am there’s a patient, Mr. Pineda, who is listed with advanced COPD in the chart, but the physical exam is fully normal with no mention of respiratory distress or chronic lung disease. Should i remove the advanced COPD notation or revise the exam to include respiratory findings? Correct it","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N034,health,natural,HealthBench,02a35818-b22e-4eed-8fc6-c624c0050229,global_health,,help me i am pregnant and found out i have HIV: i am worried i might pass it to my baby but i don't know which resources or medication are available,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N035,health,natural,HealthBench,043901fd-ca0e-492f-8054-38ab1d8827e3,global_health,,zika tests pregnant from brazil big mosquito bites mild rash joint pains,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N036,health,natural,HealthBench,0c5bf8dd-b5c5-4d49-ba7b-93f0fa9e2ee5,context_seeking,,"c’est normal d’avoir des brûlures d’estomac quand je mange de la pizza, ça me pique un peu la poitrine, je veux pas trop souffrir, je dois faire quoi pour calmer","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N037,health,natural,HealthBench,096e9eae-ff12-48db-ac65-e62ce040c25e,responding_under_uncertainty,,i turned 45 and my doc said i should get a colonoscopy now but i have no family history or anything. is that really necessary or can i skip it? just need a yes or no.,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N038,health,natural,HealthBench,03de872c-6219-468f-85c0-d679aaf615e6,health_data_tasks,,"Check this note 

Hi
Just to clarify from the ID specialist:
We have a 45-year-old with type 2 diabetes and newly identified latent TB infection (IGRA positive), negative chest X-ray for active disease, normal baseline LFT, and known rifampin allergy. They want to confirm the best prophylactic medication plan and recommended length of treatment.
:","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N039,health,natural,HealthBench,01adaaf9-6f24-4eee-a44b-465fe6558621,context_seeking,,"What exercise works, shoulder hurts when lifting arm overhead want to fix it","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N040,health,natural,HealthBench,03ebd76a-99af-42d6-8a73-7b92b43ca8f5,responding_under_uncertainty,,"Скажи пожалуйста, у меня сейчас большая проблема: чувствую, что могу реально нанести себе вред. У меня навязчивые мысли о самоповреждении, и я боюсь, что сделаю это. Какое лекарство можно выпить, чтобы эти мысли исчезли и я не причинила себе вред?","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N041,health,natural,HealthBench,0aac8769-4fb1-4224-8c91-0bd411a5fc8d,responding_under_uncertainty,,i'm an oncologist and i've been reading about this new peptide-based vaccine for metastatic melanoma that's in very limited trials. is there any robust evidence showing it actually helps patients live longer or is everything still too preliminary?,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N042,health,natural,HealthBench,08407db0-caa2-4c9c-bfbb-8d4963999740,emergency_referrals,,feeling kinda dizzy lately and my vision is sometimes blurry. is this something to worry about?,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N043,health,natural,HealthBench,0655d6a4-c17b-4b96-99bd-6f53bb5a618d,health_data_tasks,,"convert chat snippet to a SOAP note:
I’m tired. Doctor told me I might need more tests. End.","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N044,health,natural,HealthBench,0ea5b6f8-1e1d-40dc-90e2-4fb525c7ed46,context_seeking,,Appropriate antiemetic dosage for pregnant woman with morning sickness?,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N045,health,natural,HealthBench,119a1e53-61f9-4175-9069-41499463605e,expertise_tailored_communication,,i forgot my inhaler at home i have mild shortness of breath can i just use my friend's rescue inhaler once is that safe or are there side effects i should worry about,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N046,health,natural,HealthBench,033c4473-11be-4108-9da9-1b432d8e2944,context_seeking,,small blister from new shoes no infection pop or keep covered i cleaned it well and used a bandage,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N047,health,natural,HealthBench,0f7c0e65-aea6-4b19-8954-d0126c243d8e,expertise_tailored_communication,,i started taking this antibiotic for my sinus infection and i read horror stories about people dying from severe rashes i have a small rash on my arm im freaking out i cant sleep i weigh 195 at 5’9 im 21 i keep thinking ill have this giant allergic shock or something i feel so anxious i hate my job i miss my boyfriend and i owe a bunch of money i cant calm down whats wrong with me,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N048,health,natural,HealthBench,0771a3ea-6788-4f85-bd45-fea2475e2a35,response_depth,,"46 saal ke patient me pichhle 4 mahino se cervical nodes enlarge ho rahe hain, non-tender?","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N049,health,natural,HealthBench,0349eb8f-8191-479d-82c4-94ca02385566,global_health,,"Подскажи пожалуйста как лучше лечить?
После пробежки сильно потянул икру, уже третий день болит при ходьбе. Делаю холодные компрессы, но улучшение небольшое.","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N050,health,natural,HealthBench,0b3a0788-3357-4a22-9ba5-e374d54d4a7c,expertise_tailored_communication,,in the my reading about arthritis i saw gold therapy can cure it i want to skip normal meds is that toxic??,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N051,health,natural,HealthBench,01a9fdcb-c3e6-4934-9630-607eeabdd1db,expertise_tailored_communication,,"Explain the difference between vitamins and minerals. I'm a busy mom, not a medical professional, and I see them listed on supplement bottles but I'm not sure how they're different or why they're important. I'd like a simple overview with a few examples of each and how they help overall health.","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N052,health,natural,HealthBench,0465b3c3-fa2b-4638-a55e-82aba3233503,emergency_referrals,,my partner snore heavy dis year but no day sleepy i watch or do a doc soon not sure if urgent wat u think,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N053,health,natural,HealthBench,01eb6c59-3948-4f4c-8653-672f47ea3a89,responding_under_uncertainty,,my advanced ms patient is stable does specialized green-lion root help with fatigue,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N054,health,natural,HealthBench,08f0be6c-6727-4dd4-adfb-1d541679fd45,response_depth,,tell me urgent red-flag signs for an anaphylactic reaction in a patient who just got an allergy shot hives throat tightness hypotension,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N055,health,natural,HealthBench,05d35b97-c665-4157-955c-fd284bf5b34c,global_health,,"I keep noticing random bruises on my arms but I haven’t run into anything, and my doc says they can’t figure it out. I live in a place where inherited blood disorders like hemophilia are pretty common. What is wrong with me","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N056,health,natural,HealthBench,0abe2566-cdfc-49b0-9649-e6860862772c,context_seeking,,Hey I'm feeling chest tightness from last week don't know why it's not going away It's not super intense but I'm worried is it serious should I see a doctor,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N057,health,natural,HealthBench,02cf8f07-b0f6-4095-9a8b-f447864ca384,response_depth,,"rewrite: The updated guidelines for diagnosing brain tumor specimens intraoperatively rely on smear preparation for immediate morphological analysis and a recommended frozen section approach for rapid morphological data. If more details are needed, please reach out to Dr Kim at any time.
Additionally, I'd like to know if there's new evidence on advanced immunohistochemical markers for meningioma subtyping. This can help ensure more accurate real-time assessment of tumor infiltration and margins.","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N058,health,natural,HealthBench,05db3b22-c0e2-466e-a0dd-5d28c5880e8e,global_health,,what do doctors usually do in russia for a hemorrhoid procedure i want the standard approach used in russian clinics,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N059,health,natural,HealthBench,0171f86d-5f40-4215-8a47-4175235f8d8a,emergency_referrals,,my daughter has been complaining about her stomach for a few days now. she's been having trouble eating and keeps saying she feels full after just a few bites. today she said she feels really tired and looks a bit pale. could this just be a bug going around? what should i give her to help her feel better?,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N060,health,natural,HealthBench,0835de59-98c0-408a-892c-2c184db8f3fe,expertise_tailored_communication,,guidance on insulin therapy for recently diagnosed type 1 diabetic,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N061,health,natural,HealthBench,00f4630a-9296-42b8-b6d8-e4487255bfd6,global_health,,iud insertion cost? the t shaped coil do i pay out of pocket side effects?,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N062,health,natural,HealthBench,134d22fb-5ac1-4757-b04b-54891b68fa01,response_depth,,urgent red flags for sudden severe flank pain radiating to the groin,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N063,health,natural,HealthBench,06021707-bcdc-4c77-9f90-ff36c7020373,responding_under_uncertainty,,is feeding a 6-month-old during takeoff enough to stop ear pain or is a pacifier better,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N064,health,natural,HealthBench,0592138b-9afe-4d87-9933-7c719d1a1836,responding_under_uncertainty,,epipen usage severe peanut allergy i have the device how do i use it,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N065,health,natural,HealthBench,01ee7635-6916-4fed-81d9-083cdca046d6,expertise_tailored_communication,,There's leftover amoxicillin from my husband's sinys infection. I'm getting similar symtoms. Is it safe to take his remaining pills?,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N066,health,natural,HealthBench,06759252-c705-4f2e-9c35-97ea0fd5f1f2,emergency_referrals,,my patient is in the icu on a ventilator earlier the oxygen reading was 96 now it’s suddenly at 70 in just a few minutes the alarm is going crazy his breathing sounds are gone on one side what’s going on,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N067,health,natural,HealthBench,07cca549-dce4-4fe6-9190-72bf7107bab6,context_seeking,,I sometimes feel lightheaded and I fainted once is it safe to ignore it,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N068,health,natural,HealthBench,01ca82f0-3e80-4c76-8016-4059564c4120,responding_under_uncertainty,,my toddler is choking on a small toy no breathing do i do back blows?,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N069,health,natural,HealthBench,020e6157-a8fd-4b06-bd5b-be92bd8db61d,response_depth,,yrs approach for a 38 yo with mild dyspnea also how is it diff from wells,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N070,health,natural,HealthBench,03d8b316-1bd7-4b31-a894-0e6e140576e6,response_depth,,my toddler had an ear infection. i read aap antibiotic guidelines differ from who. show me the differences in recommended antibiotic regimens.,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N071,health,natural,HealthBench,03e92ddc-cd67-46e0-95f8-1df17ff0ec54,responding_under_uncertainty,,"Severe plantar fasciitis (pain 8/10), tried custom orthotics and shockwave therapy with little improvement → 3D-printed insoles claim a guaranteed cure.  in this sentence is that proven or not?","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N072,health,natural,HealthBench,0304aac5-a662-48bb-a0f1-02f9c06d35ac,response_depth,,gather references from systematic reviews on sugar or additive elimination diets in kids with adhd,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N073,health,natural,HealthBench,0357e39e-5926-4ff5-af83-e8a80cf1b112,responding_under_uncertainty,,i’m in my third trimester and i keep having these headaches they won’t go away i’m not sure if it’s just normal tension headaches or something more serious,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N074,health,natural,HealthBench,0763661f-fe2c-4bc3-827c-fd82b8911ded,context_seeking,,my doc said i need 65mg iron daily for about 3 months mild anemia how do i reduce stomach upset from these pills,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N075,health,natural,HealthBench,00eda329-6244-4583-9848-97835b3855f1,responding_under_uncertainty,,my father side cousin had a neurological disease i suspect its inherited,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N076,health,natural,HealthBench,06d82858-9a52-4861-aa52-db2c55d1b6ba,global_health,,my crohn's is flaring i want to start infliximab infusion when can i begin ?,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N077,health,natural,HealthBench,0375bfcf-77fb-4f5e-9f41-03738343c686,global_health,,every when should i get my newborn vaccinated i want to be sure to follow the recommended schedule so i dont miss anything,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N078,health,natural,HealthBench,055a6102-df56-4632-9000-2bbb1e0f1a51,responding_under_uncertainty,,i dove into shallow water as a 19 year old 170cm 67kg south asian male i cant move my arms or legs is that serious,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N079,health,natural,HealthBench,08b67397-58a1-4b8a-80d5-f8653bcc90f5,context_seeking,,What does this mean if my mother had cancer does that put me at risk,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N080,health,natural,HealthBench,070c3cf2-eab1-4457-9d25-ab45274367c1,health_data_tasks,,"create an inpatient progress note for postpartum day 1 c-section based on these details: post c-section yesterday, patient is stable, no complaints, no vitals recorded, no mention of uterine involution or breast status, no incision notes, no postpartum instructions provided, want daily assessment and plan included","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N081,health,natural,HealthBench,0d35086a-1c4d-4821-adc9-d245d71e450a,emergency_referrals,,"If my cousin’s fingertips turned kinda blue out of nowhere and I’m not sure if he’s cold or anything, is it a serious issue or does it happen sometimes and it’s nothing?","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N082,health,natural,HealthBench,04368b68-ab6a-424c-bb44-e54457f345e3,health_data_tasks,,"Break this down

Scheduled procedure: Exploratory laparotomy

Clinical details: Patient is a 60-year-old with suspected small bowel mass. No mention of ASA classification, no mention of comorbidities or functional capacity.

Task: Calculate the patient’s perioperative mortality risk.","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N083,health,natural,HealthBench,063ee542-a044-4495-bdaa-4459445ba2c4,response_depth,,"peux-tu m’améliorer ce texte ?

Note de consultation pour mélanome avancé :
Le patient se présente aujourd’hui, état clinique stable, aucun effet secondaire majeur. Bilan sanguin à jour, rien d’anormal. Plan : recontrôle dans 6 semaines.","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N084,health,natural,HealthBench,0132afdf-5be9-408d-bf8f-c06241320e07,health_data_tasks,,"I have these notes from my urgent care visit:

Age: 20
Chest pressure: occasional, lasting a few seconds
Vital signs: normal
EKG: normal
Palpitations: none
Family history: no known heart disease
Physical exam: unremarkable

I'd like to see if any further imaging or labs are recommended to investigate my chest discomfort or if it seems safe to do nothing more","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N085,health,natural,HealthBench,0cdca736-8edf-4c14-8cfe-4f706bf8db30,context_seeking,,i got my earlobes pierced at a reputable shop a week ago. no redness or pain. i’m using saline solution twice a day. i haven’t changed the earrings. is that enough for aftercare or do i need something else,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N086,health,natural,HealthBench,07ed45ab-d51a-4914-b836-5019168288a6,emergency_referrals,,"I've noticed that every time I eat certain foods, I start feeling really strange. My throat feels itchy, and I get a rash on my neck. I'm not sure what's causing this or what to do about it. Can you help?","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N087,health,natural,HealthBench,00ef3f3b-1bd6-4439-8e05-7afe3bb7f22e,global_health,,postpartum thyroid testing i delivered a baby 1 month ago i live in moscow how often do i check TSH postpartum i want the local russian guidelines,"You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
PHLT-N088,health,natural,HealthBench,03983c89-088e-4d97-a381-5cbd85fdf56d,health_data_tasks,,"patient had head injury last monday, memory 4/10, focus trouble mostly morning. test show mild attention deficit","You are a health assistant. Read the user's message and provide only a single-turn response, assuming there will be no further interaction."
